C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_375.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_375.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_375.jpg, 0, 0, 0, 0.6571474
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_478.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_478.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_478.jpg, 0, 0, 0, 0.6505536
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_584.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_584.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_584.jpg, 0, 0, 0, 0.644026
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_689.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_689.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_689.jpg, 0, 0, 0, 0.6375639
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_792.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_792.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_792.jpg, 0, 0, 0, 0.6311666
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_30_899.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_30_899.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_30_899.jpg, 0, 0, 0, 0.6235746
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_31_003.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_31_003.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_31_003.jpg, 0, 0, 0, 0.6173177
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_31_105.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_31_105.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_31_105.jpg, 0, 0.0288024, 0, 0.6252864
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_31_209.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_31_209.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_31_209.jpg, 0, 0.3438123, 0, 0.8941034
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_31_316.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_31_316.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_31_316.jpg, 0, 0.6901758, 0, 1.653154
C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\center_2023_12_15_10_19_31_418.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\left_2023_12_15_10_19_31_418.jpg, C:\Users\argha\OneDrive\Desktop\Data_Driving\IMG\right_2023_12_15_10_19_31_418.jpg, 0, 0.9988644, 0, 2.710009
